idfa
00000000-0000-0000-0000-000000000000
6A6CEE7C-F187-4533-B044-7189561B2327
15333CD9-E8B1-4637-A328-E965640BD3EA
350E6C4E-BD84-461B-8E5D-D4C7CB6A03F2
CBE32F11-F647-437D-A8AA-E54B4D352B98
03F4348F-8D68-4498-A6B7-ACD5FF19555C
6D399A3F-77E2-4315-9169-41BCF2632042
68E5DD67-FF25-4812-9D07-75B185805C82
76E9F8E1-94D2-41AB-973E-CB39F8D199C8
D512B9A0-5A37-4699-8EB5-4B70EAB81340
D68A65BA-43A0-4331-8455-D8E6A6DCC8E5
AC310CD3-CDE8-432F-AF91-958BBAA89A3B
045D3E90-F786-4F53-A6CD-8ECDBA8488B4
8175445F-DFEA-4A05-B77A-7E3AB5B73464
ED337D50-EFB9-4F99-963C-C0C1B2F86CD2
8F547299-6121-4F3B-BC25-090CB0C5C857
E8E41B6A-7B4A-4A05-822F-8A4CE154263D
C2C4090A-B01A-43A2-A44D-9E9C5D76287D
22CAC52D-5214-419B-92FA-435935529311
5C9EB61F-82D9-4BA7-9D47-992B2672CB4D
9C82954A-13FA-4165-9F85-833BDE668862
00000000-0000-0000-0000-000000000000
0EB40DAA-C6B0-4442-8898-F26996F9B64B
7CCFA9F2-E7EF-430B-B7B4-6DB4D3504100
CDB3599A-703C-4264-BB64-65E5A1EA459D
620B2716-BC43-4AF8-A11F-CE833FBBD552
A24468E9-DF22-4A4D-976C-BE31F7E1DE60
579EC751-C800-4C0F-8084-E7C8CE332BEC
68C6A8D5-4F94-43E0-8DC2-A07FA91D766D
18338ECD-1686-48F0-B5C5-A2CB30645608
00000000-0000-0000-0000-000000000000
262D8DBA-7BD9-4934-B533-01CD57C0F792
DF852CD1-44D0-4D1F-A272-A1BAAF0E3C3E
5438D400-009F-4C83-AB13-D1E40BCE0538
985D863B-8C3C-4B60-AB1E-D6780A6A421E
71F672B7-EE1E-4C71-8D30-27F9AA178B72
4BF4FBD7-DF24-4638-97A8-30EE4A4F9057
00000000-0000-0000-0000-000000000000
51D8F59B-CB73-472F-844F-487AF8FC9896
14388A7E-9D0A-4752-AF7A-F1494CB9A42C
ECF28B51-66B4-4278-A57A-72136D53D1B1
8C7F59C3-C33A-43A0-AC1C-EAE67853DD6E
A4D603A5-0CF0-4267-85B8-56A4D32E97AB
207A48B7-AD50-4EBC-B472-87BB4817E585
00000000-0000-0000-0000-000000000000
3A6A51E5-A4A5-4CBB-A2FB-BA7FFBD2B4CF
7D3886DD-7A44-49CA-BC4C-73EBDE2912AB
8136E0DB-E567-4A4C-9D32-356653D51252
AC7A48AB-8C26-485E-AE11-77E65156A420
400B6C97-4EF2-40C1-8C9C-D096E1D25539
E4CDFA12-9204-4CDB-A18A-E0E11F481C3C
DEC5C3B5-6BEF-48EE-8098-D20AA89A6260
4F37F9FC-8430-4F2B-95BB-EA3B3B104FC3
05F8FA0F-B065-48CA-8CCF-B804409E88D8
5C477D50-1127-425E-B92D-55972AC5A4C0
8E0B765A-DD78-45CE-955F-DB3843892FDD
FC40F070-A421-4158-9892-E7DC8D4FADE5
C7346C51-19AE-49BA-B766-0AE3490540C5
A57EFD71-724C-44C3-8190-8707B78B7FA6
973A4431-7560-4559-A8BF-ECC8D4275488
39BA6790-DCFB-48B7-8861-EE0FF110C149
6A521586-D910-4849-86BF-24450BE86BE0
00000000-0000-0000-0000-000000000000
E3D2B9A3-B1B0-436A-8CD9-C8C774ADC31C
A4E5C29F-9FCD-4109-87AF-B76EBC9BE844
DD58529F-41B8-487A-A078-8D7BBC1450E1
A635FF9F-F448-4E03-BE15-0F73EE34A51C
33EE17CC-D94F-478C-8AC4-8132528ACCA1
FDA050FA-DCF6-4F43-B35F-A9130C8D4B8C
A9F504A5-F8D3-4D22-8979-0EC64FAEDA9F
005559BC-16D0-4A17-83C6-CE046F3263DE
5F2EC542-0B16-49D9-85EB-8CCA1D47CB26
F3AE13C7-E77D-4AB9-943D-BE44E0906FCF
23CEEEB5-2D0C-421A-B585-696E32C7E44F
DC8C8386-BCF0-4575-BDC8-D91F780763EA
AED89A38-B0A9-403C-AA8E-95C9FACAA20A
886BBBAE-50AF-4B65-97C6-75ECB273D5E4
04EF2CE6-ABB7-41F1-A9AB-DD770F22D4B9
B63BC9E6-A292-4962-BE54-5AF31C1ACCF0
DC967398-726D-43A1-B85A-0E3B2C1DE30B
3B8A7210-7941-48A8-AA13-A504D4505047
B39DD6C2-04A8-4C5A-851A-088725320CFE
9F8A141A-E774-43E1-8B43-BE3736E4E6F5
00000000-0000-0000-0000-000000000000
A5C8FC03-EF60-4FCC-B051-AF81EC4C95B2
99309EDA-3ED3-4B23-A105-623C6BAA1EC5
E751968B-7F05-4DF2-8B11-DC141CD8210C
B12ECACA-B21D-4E59-976F-7F23B6476554
3575CD30-DDAA-4606-BA22-B96123A1D03C
DDD8D807-170A-4E45-B175-C5648F26B0FF
815DCE8C-0ED7-4550-A817-0ABBD23F872A
994099B6-EE4B-42E2-82DF-F4E5F027097A
AFE46375-A7FC-47D8-8D08-900E0D4E7318
A02FD327-7783-4348-B0BA-49393678704A
A367B407-5B30-4065-A254-71F0F1FC009A
0DDA53A1-FED2-4FE0-A1DB-7B202E74F8F0
D266F5CB-3D70-45D8-AB37-E7D9A7BC057C
C0A1043E-CAED-4C16-8C80-1C3E6157EB7F
12E0C5F5-62AC-4EC6-A83F-03DA26258785
7A70D3F2-43A3-4C7C-BD1B-A9EE594545C7
A5683A77-BC9C-47CC-91D7-60A6711139C2
A7D98FB9-AF6C-4464-9F92-A31BD2ECBDE1
56D96269-F555-46DF-B61D-4B68585C55DF
C9226F8D-CA54-4168-BCF3-9C238673F542
6563C0F1-C4F4-4835-8CCD-EC239690C2C0
67F9DE4D-D177-4C48-B50E-0E3654274949
EEDDD68D-13A7-4846-929C-CB302633D562
FC81274C-A745-444C-A7F0-387DA2E6ED94
B5C23251-A651-4081-880C-A3450B8F5003
D7503554-9A2E-4BA0-B75D-86E4069B81D4
324DC22F-1B50-4DC8-A68D-329CEFBB9C53
243C03B3-6FCF-4357-8D77-F63DC2F03B18
4E525FF8-C44A-4AE4-9293-10C24CF62C3C
08BC2CF7-43BE-475D-A474-27E42293092F
DFB871E1-B6AD-4B56-8DE7-B05D99E0FFB5
2D8A64CA-6A26-4DFC-BEED-55618B539366
217B987C-53E8-4069-A97C-75BF4FB12C13
00000000-0000-0000-0000-000000000000
FF6D8B00-622B-4013-80C9-D549596ACDB9
2D53801F-8ED9-4048-B411-5FE736D84E3C
647BC267-A454-4F8A-A522-E9B0EA46BB42
90931865-A108-48F3-8561-9EADB9AFA72D
FEC01C52-AA42-4E33-97F4-51398DFB1B36
6CFD216A-165A-4655-B277-ADE821C42089
AF9D1ED8-6CE8-4B2C-A6D8-4315C1CC5D15
21873535-F28F-404A-9CF0-AEC616206558
986A1599-6411-4444-9CF3-3F005599035B
5CEEE5FF-F1B2-41D6-9B01-DD436F3F5A7E
C185DE9C-A1AA-47D2-B9CE-0BE20321FAD6
1DE9A79D-33C3-4C50-872B-81F831279D2E
377C7CDF-746E-4352-9D70-0D9A18B6F83E
F75950C1-AEEE-4D4E-9EA3-0B0A467EA8FF
97FC5549-14CF-4E3A-B36E-A2743FE5265F
00000000-0000-0000-0000-000000000000
E1130A40-89BC-40E4-8782-FBD33DCAC425
B0AA0BFC-3405-4B35-A0B7-2E1A25780824
00000000-0000-0000-0000-000000000000
B2B3E7E0-1102-4826-954D-4250C2E67AD5
