Name,Platform,Follow,Link,CAT,Status
Trần Ngọc Anh,Facebook,115316,https://www.facebook.com/100007580297307,Beauty & Fashion,
Hà Bảo Ngọc,Facebook,132504,https://www.facebook.com/100002706913557,Beauty & Fashion,
Nguyen Dan Le,Facebook,263465,https://www.facebook.com/100000217841797,Beauty & Fashion,
Đặng Thanh Hằng,Facebook,26940,https://www.facebook.com/100000436670772,Beauty & Fashion,
Mai Thu Huyen,Facebook,122350,https://www.facebook.com/739357647,Beauty & Fashion,
Lý Mỹ Oanh,Facebook,76804,https://www.facebook.com/100001477334651,Beauty & Fashion,
Jenny Bảo Hân,Facebook,36759,https://www.facebook.com/100026198100733,Beauty & Fashion,
Tuệ Nghi,Facebook,312752,https://www.facebook.com/523414524,Beauty & Fashion,
Lien Anh Nguyen,Facebook,38991,https://www.facebook.com/1753133221,Beauty & Fashion,
Phạm Thị Thanh Vân,Facebook,485684,https://www.facebook.com/1131143118,Beauty & Fashion,
Truong Ly Hoang Phi,Facebook,33757,https://www.facebook.com/1297963280,Beauty & Fashion,
Angela Phương Trinh,Facebook,1020071,https://www.facebook.com/100005046462588,Beauty & Fashion,
Trần Ngọc Anh,Facebook,115316,https://www.facebook.com/100007580297307,Beauty & Fashion,
Tuệ Nghi,Facebook,312752,https://www.facebook.com/523414524,Beauty & Fashion,
Mịn Blogger,Facebook,71566,https://www.facebook.com/1025150850909772,Beauty & Fashion,
Trần Viết Ly,Facebook,132994,https://www.facebook.com/100005946850902,Beauty & Fashion,
Hải Triều,Facebook,164354,https://www.facebook.com/1758707871076262,Beauty & Fashion,
Phong Thanh Lê,Facebook,88613,https://www.facebook.com/100010401075093,Beauty & Fashion,
Đào Bá Lộc,Facebook,147364,https://www.facebook.com/100000365662994,Beauty & Fashion,
Trần Thanh Tâm,Facebook,31232,https://www.facebook.com/100014349812483,Beauty & Fashion,
Huỳnh Phương,Facebook,908987,https://www.facebook.com/698810586922384,Beauty & Fashion,
Duong Edward Nguyen,Facebook,98062,https://www.facebook.com/1776342058,Beauty & Fashion,
Tuấn Kiệt Trần,Facebook,80179,https://www.facebook.com/100006146407552,Beauty & Fashion,
Only C,Facebook,208906,https://www.facebook.com/470760623074685,Beauty & Fashion,
Trần Lê Ngọc Thắng,Facebook,92610,https://www.facebook.com/1838564166,Beauty & Fashion,
Minh Hoàng,Facebook,75854,https://www.facebook.com/100000045916845,Beauty & Fashion,
Duy Khánh Nguyễn,Facebook,1109585,https://www.facebook.com/651136978303141,Beauty & Fashion,
dương đình bảo,Facebook,84906,https://www.facebook.com/1355083014,Beauty & Fashion,
Nguyễn Đăng Dũng,Facebook,107345,https://www.facebook.com/100000409220796,Beauty & Fashion,
Nguyễn Tiến Dũng,Facebook,348586,https://www.facebook.com/100000652953166,Beauty & Fashion,
Thảo Huyền,Facebook,54102,https://www.facebook.com/100005224694006,Beauty & Fashion,
Phạm Lâm Thúy Huỳnh,Facebook,22870,https://www.facebook.com/100003137139065,Beauty & Fashion,
Huỳnh Như,Facebook,21127,https://www.facebook.com/100003153625853,Beauty & Fashion,
Mai Trang Nguyễn,Facebook,130187,https://www.facebook.com/100006047940522,Beauty & Fashion,
Mai Tây,Facebook,117099,https://www.facebook.com/100004499259423,Beauty & Fashion,
Huỳnh Như,Facebook,21127,https://www.facebook.com/100003153625853,Beauty & Fashion,
Nguyễn Thị Minh Tuyền,Facebook,60229,https://www.facebook.com/100004433164949,Beauty & Fashion,
Thụy Hân,Facebook,15038,https://www.facebook.com/100004120203085,Beauty & Fashion,
Đinh Ngọc Phi Linh,Facebook,32087,https://www.facebook.com/100007175957754,Beauty & Fashion,
Chau Viet Son,Facebook,24543,https://www.facebook.com/100001413513321,Beauty & Fashion,
Trương Nam Thành,Facebook,167638,https://www.facebook.com/100004138593741,Beauty & Fashion,
Phương Hà,Facebook,11307,https://www.facebook.com/1827864068,Beauty & Fashion,
Trương Thế Vinh,Facebook,143195,https://www.facebook.com/100007998270339,Beauty & Fashion,
Đinh Thị Phương Thảo,Facebook,97402,https://www.facebook.com/100000379142691,Beauty & Fashion,
Angela Phương Trinh,Facebook,1020071,https://www.facebook.com/100005046462588,Beauty & Fashion,
Trọng Hiếu,Facebook,359667,https://www.facebook.com/594427850593690,Beauty & Fashion,
Thái Hải,Facebook,20262,https://www.facebook.com/100009635162352,Beauty & Fashion,
Ha Anh Vu,Facebook,200996,https://www.facebook.com/503000619,Beauty & Fashion,
Chau Bui,Facebook,290728,https://www.facebook.com/796192283814580,Beauty & Fashion,
Emmi Hoang,Facebook,19299,https://www.facebook.com/531631336,Beauty & Fashion,
Thuy Mau,Facebook,275817,https://www.facebook.com/100010442700798,Beauty & Fashion,
Vĩnh Thụy,Facebook,147207,https://www.facebook.com/126008694975,Beauty & Fashion,
Hùng Phạm,Facebook,33062,https://www.facebook.com/100003919813489,Beauty & Fashion,
Duong Mac Anh Quan,Facebook,72725,https://www.facebook.com/617030023,Beauty & Fashion,
Luong Gia Huy,Facebook,20995,https://www.facebook.com/100000319961487,Beauty & Fashion,
Hồ Vĩnh Khoa,Facebook,87145,https://www.facebook.com/100000585012504,Beauty & Fashion,
Lâm Kinh Tôn,Facebook,85316,https://www.facebook.com/100002729849324,Beauty & Fashion,
Phương Trinh,Facebook,355069,https://www.facebook.com/100001012654395,Beauty & Fashion,
Minh Tú Nguyễn,Facebook,400750,https://www.facebook.com/100000019978630,Beauty & Fashion,
An Vy,Facebook,517388,https://www.facebook.com/1900827420202711,Beauty & Fashion,
Dung Ngọc Trương Nguyễn,Facebook,301443,https://www.facebook.com/100004027261193,Beauty & Fashion,
Ngoc Minh Duong,Facebook,199655,https://www.facebook.com/100007780832885,Beauty & Fashion,
Bảo My,Facebook,630241,https://www.facebook.com/164932610901288,Beauty & Fashion,
Bùi Hồng Thắm,Facebook,100023,https://www.facebook.com/100006821493513,Beauty & Fashion,
An Kute,Facebook,81556,https://www.facebook.com/100006256383532,Beauty & Fashion,
Dư Hàng My,Facebook,69237,https://www.facebook.com/100004371672946,Beauty & Fashion,
Lê Tam Triều Dâng,Facebook,123465,https://www.facebook.com/100003662393869,Beauty & Fashion,
Chloe Nguyen,Facebook,67378,https://www.facebook.com/100006537583940,Beauty & Fashion,
Bảo Hân Nguyễn,Facebook,420756,https://www.facebook.com/100003207625389,Beauty & Fashion,
Duy Nguyen,Facebook,129090,https://www.facebook.com/100000230171048,Beauty & Fashion,
Bùi Đại Nghĩa,Facebook,399601,https://www.facebook.com/100000119517424,Beauty & Fashion,
Đinh Thị Phương Thảo,Facebook,97402,https://www.facebook.com/100000379142691,Beauty & Fashion,
Trang Lê,Facebook,219147,https://www.facebook.com/100002950203435,Beauty & Fashion,
Phương Trinh,Facebook,355069,https://www.facebook.com/100001012654395,Beauty & Fashion,
Suboi,Facebook,1342369,https://www.facebook.com/228500895181,Beauty & Fashion,
MLee,Facebook,1106571,https://www.facebook.com/458190347605268,Beauty & Fashion,
Tư Tây Trần,Facebook,18651,https://www.facebook.com/100008245925245,Beauty & Fashion,
Vananh Coco,Facebook,8107,https://www.facebook.com/100005245836262,Beauty & Fashion,
Lê Trương Ngọc Thảo,Facebook,562525,https://www.facebook.com/1312325780,Beauty & Fashion,
Nguyễn Phương Trang,Facebook,84534,https://www.facebook.com/100003070578620,Beauty & Fashion,
Phuong Ha Channel,Facebook,13794,https://www.facebook.com/1110586535708558,Beauty & Fashion,
Lê An,Facebook,14574,https://www.facebook.com/100009452576511,Beauty & Fashion,
HannahOlala,Facebook,368297,https://www.facebook.com/1298967510120245,Beauty & Fashion,
Minh Tú Nguyễn,Facebook,400750,https://www.facebook.com/100000019978630,Beauty & Fashion,
Angela Phương Trinh,Facebook,1020071,https://www.facebook.com/100005046462588,Beauty & Fashion,
Thuy Mau,Facebook,275817,https://www.facebook.com/100010442700798,Beauty & Fashion,
Linn Nguyen,Facebook,22118,https://www.facebook.com/1754270698136972,Beauty & Fashion,
Vũ Phương Anh,Facebook,414602,https://www.facebook.com/100001563433718,Beauty & Fashion,
Chau Viet Son,Facebook,24543,https://www.facebook.com/100001413513321,Beauty & Fashion,
Tống Khánh Linh,Facebook,122329,https://www.facebook.com/100000067844236,Beauty & Fashion,
Hannah Nguyen,Facebook,89023,https://www.facebook.com/1039894610,Beauty & Fashion,
Giang Ơi,Facebook,252585,https://www.facebook.com/1133098380074151,Beauty & Fashion,
Emmi Hoang,Facebook,19299,https://www.facebook.com/531631336,Beauty & Fashion,
Hòa Minzy,Facebook,815790,https://www.facebook.com/137757709904689,Beauty & Fashion,
Hồ Vĩnh Khoa,Facebook,87145,https://www.facebook.com/100000585012504,Beauty & Fashion,
Ted Roxy,Facebook,125822,https://www.facebook.com/100006232535632,Beauty & Fashion,
Phương Hà,Facebook,11307,https://www.facebook.com/1827864068,Beauty & Fashion,
Trần Bích Hạnh,Facebook,137598,https://www.facebook.com/100006105306203,Beauty & Fashion,
Ha Anh Vu,Facebook,200996,https://www.facebook.com/503000619,Beauty & Fashion,
Han Sara - 한사라,Facebook,904071,https://www.facebook.com/188336708238934,Beauty & Fashion,
Hana Giang Anh,Facebook,286156,https://www.facebook.com/599289810147056,Beauty & Fashion,
Lê Hà Trúc,Facebook,9803,https://www.facebook.com/100030559061866,F&B,
Woossi,Facebook,684541,https://www.facebook.com/1673444012874001,F&B,
Le Cong Vinh,Facebook,1375113,https://www.facebook.com/363628100451502,F&B,
Huỳnh Đức Hùng,Facebook,41240,https://www.facebook.com/711910736,F&B,
Toan Si Nguyen,Facebook,14156,https://www.facebook.com/557794689,F&B,
Phương Hà,Facebook,11307,https://www.facebook.com/1827864068,F&B,
Khoai Lang Thang,Facebook,344734,https://www.facebook.com/182036678877074,F&B,
Thiều Lệ Thu,Facebook,18607,https://www.facebook.com/100002099388149,F&B,
Ninh Tito,Facebook,33767,https://www.facebook.com/307755752932085,F&B,
Thiều Lệ Thu,Facebook,18607,https://www.facebook.com/100002099388149,F&B,
Vũ Dino,Facebook,67858,https://www.facebook.com/100000162431253,F&B,
Huỳnh Đức Hùng,Facebook,41240,https://www.facebook.com/711910736,F&B,
Vũ Dino,Facebook,67858,https://www.facebook.com/100000162431253,F&B,
Nguyễn Lê Hà Uyên,Facebook,65018,https://www.facebook.com/100001827501140,F&B,
Trương Nam Thành,Facebook,167638,https://www.facebook.com/100004138593741,F&B,
đỗ văn quyền anh,Facebook,9214,https://www.facebook.com/100002495464737,F&B,
Nguyễn Quyền,Facebook,12700,https://www.facebook.com/100008818689644,F&B,
Minh Duy Thi Ngo,Facebook,16099,https://www.facebook.com/100008535875126,F&B,
Duong Yen Ngoc,Facebook,92671,https://www.facebook.com/1135094256,F&B,
Tran MyMy,Facebook,28092,https://www.facebook.com/100003624538660,F&B,
Ân Thiên Lê,Facebook,84510,https://www.facebook.com/100002550796730,F&B,
Trang,Facebook,8947,https://www.facebook.com/100011191356044,F&B,
Uông Thị Thanh Mai,Facebook,87413,https://www.facebook.com/100005229018282,F&B,
Hưng Ngô,Facebook,48137,https://www.facebook.com/100000688240157,F&B,
Hồ Vĩnh Khoa,Facebook,87145,https://www.facebook.com/100000585012504,F&B,
Quyên Quyên,Facebook,11665,https://www.facebook.com/100009108786342,F&B,
Nguyễn Hương Giang,Facebook,2922,https://www.facebook.com/100002405888636,F&B,
Thanh Thảo,Facebook,54749,https://www.facebook.com/100004660664394,F&B,
Lâm Ngo,Facebook,61330,https://www.facebook.com/100002977232180,F&B,
Nguyễn Thư Đình,Facebook,34637,https://www.facebook.com/100000040096696,F&B,
Chau Viet Son,Facebook,24543,https://www.facebook.com/100001413513321,F&B,
Việt Ngô,Facebook,22172,https://www.facebook.com/100004328193091,F&B,
Huỳnh Như,Facebook,21127,https://www.facebook.com/100003153625853,F&B,
Quỳnh Hương,Facebook,14613,https://www.facebook.com/100005488988655,F&B,
Salina Trần,Facebook,5000,https://www.facebook.com/100004103856505,F&B,
dương đình bảo,Facebook,84906,https://www.facebook.com/1355083014,F&B,
Ngọc Lan,Facebook,5477,https://www.facebook.com/100004123116953,F&B,
Nguyễn Hương Giang,Facebook,2922,https://www.facebook.com/100002405888636,F&B,
Bùi Thảo Phương,Facebook,85384,https://www.facebook.com/100011180581835,F&B,
Đỗ Quyên,Facebook,56536,https://www.facebook.com/100007423098018,F&B,
Ngo Quang Trung,Facebook,5000,https://www.facebook.com/100002154178683,F&B,
Vân RuBy,Facebook,52697,https://www.facebook.com/100010731663634,F&B,
Nguyễn Hương Giang,Facebook,2922,https://www.facebook.com/100002405888636,F&B,
Vũ Dino,Facebook,67858,https://www.facebook.com/100000162431253,F&B,
Huỳnh Ninh,Facebook,3246,https://www.facebook.com/1135496337,F&B,
Lê Hà Trúc,Facebook,9803,https://www.facebook.com/100030559061866,F&B,
Do Van Buu Dien,Facebook,47071,https://www.facebook.com/743933900,F&B,
Bà Chúa Vỉa Hè,Facebook,21815,https://www.facebook.com/1506030686370795,F&B,
Huỳnh Đức Hùng,Facebook,41240,https://www.facebook.com/711910736,F&B,
Ha Ly Cooking,Facebook,284,https://www.facebook.com/710710755785863,F&B,
Phan Anh,Facebook,313158,https://www.facebook.com/699418530,F&B,
Nhàn Bùi,Facebook,10191,https://www.facebook.com/100000179139301,F&B,
Ngoc Anh Vu,Facebook,4973,https://www.facebook.com/100002536614086,F&B,
Eat With Vubeole,Facebook,14250,https://www.facebook.com/358627234331901,F&B,
Hương Thảo,Facebook,1565,https://www.facebook.com/100000260799808,F&B,
Bích Phương,Facebook,1008411,https://www.facebook.com/223492164397819,F&B,
Helen's Recipes,Facebook,32971,https://www.facebook.com/1867512746824215,F&B,
Toan Si Nguyen,Facebook,14156,https://www.facebook.com/557794689,F&B,
Linh Trang Savoury Days,Facebook,9456,https://www.facebook.com/100009696133259,F&B,
Hà Ly Trần,Facebook,4906,https://www.facebook.com/100003013128101,F&B,
Foody.vn,Facebook,4251996,https://www.facebook.com/210695369058001,F&B,
LV.Lâm - A Guy Who Cooks,Facebook,8878,https://www.facebook.com/212661548869856,F&B,
Góc bếp,Facebook,23645,https://www.facebook.com/130871960821,F&B,
Nhật Anh Trắng,Facebook,1047783,https://www.facebook.com/161720140683295,F&B,
Đinh Võ Hoài Phương,Facebook,162652,https://www.facebook.com/100000025408702,F&B,
Tô Bửu Phát,Facebook,507218,https://www.facebook.com/100001814783574,F&B,
Thúy Diễm Phan,Facebook,203673,https://www.facebook.com/100001595037898,F&B,
Do Van Buu Dien,Facebook,47071,https://www.facebook.com/743933900,F&B,
Vũ Trần Kim Nhã,Facebook,338037,https://www.facebook.com/100000240565018,F&B,
Vũ Duy Khánh,Facebook,352987,https://www.facebook.com/1443896024,F&B,
Phương Hà,Facebook,11307,https://www.facebook.com/1827864068,F&B,
Cung Huy,Facebook,409902,https://www.facebook.com/100010716340219,F&B,
Thèm Ăn Ngon,Facebook,211215,https://www.facebook.com/2003562946353427,F&B,
Ngòn Ngon by Dino,Facebook,317767,https://www.facebook.com/955330081206295,F&B,
Nguyễn Thị Kiều Trang,Facebook,178585,https://www.facebook.com/100009313044219,F&B,
Nguyễn Hà My,Facebook,42274,https://www.facebook.com/100009990756342,F&B,
Lương Thúy Hằng,Facebook,196512,https://www.facebook.com/1017051403,F&B,
Chuong Dang,Facebook,34981,https://www.facebook.com/1105202917,F&B,
Hà Kino,Facebook,15374,https://www.facebook.com/100003969232674,F&B,
Beauty by Chloe Nguyen,Facebook,144032,https://www.facebook.com/1485943221700229,F&B,
Tee Bros,Facebook,15820,https://www.facebook.com/310528582663032,F&B,
Chu Thị Khánh Vân,Facebook,233816,https://www.facebook.com/100013799866614,F&B,
Trần Phi Yến,Facebook,140966,https://www.facebook.com/100003223896424,F&B,
YAN Go,Facebook,1155532,https://www.facebook.com/346306762160465,F&B,
Bảo My,Facebook,630241,https://www.facebook.com/164932610901288,F&B,
Trần Thu Hà,Facebook,195111,https://www.facebook.com/100000438507711,F&B,
Quang Vinh,Facebook,237132,https://www.facebook.com/585585786,F&B,
Nguyễn Trần Vân Anh,Facebook,97857,https://www.facebook.com/100005977567410,F&B,
Thuỷ Cao,Facebook,97917,https://www.facebook.com/539644736,F&B,
Ha Phuong Thu,Facebook,10721,https://www.facebook.com/1324615869,F&B,
Phan Ý Yên,Facebook,119864,https://www.facebook.com/145082888895963,F&B,
Phan Ý Yên,Facebook,111286,https://www.facebook.com/1289265859,F&B,
Woossi,Facebook,684541,https://www.facebook.com/1673444012874001,F&B,
Tri Nguyen,Facebook,137768,https://www.facebook.com/100008645976347,F&B,
Tô Tường Vy,Facebook,175722,https://www.facebook.com/100004055196404,F&B,
Nguyễn Thu Quỳnh,Facebook,182024,https://www.facebook.com/1551923182,F&B,
Jelly Nguyen,Facebook,199162,https://www.facebook.com/100000398668861,F&B,
Hang Dinh,Facebook,36768,https://www.facebook.com/693467919,F&B,
MisThy,Facebook,2450107,https://www.facebook.com/1183527068342481,F&B,
Vũ Duy Khánh,Facebook,352987,https://www.facebook.com/1443896024,F&B,
Huyen Chip,Facebook,86348,https://www.facebook.com/247984031984645,F&B,
Nguyễn Trực,Facebook,2881,https://www.facebook.com/1851340493,F&B,
Lê Yến,Facebook,663770,https://www.facebook.com/100003071508300,F&B,
Cẩm Nang Làm Mẹ - Vũ Diệu Thuý,Facebook,135964,https://www.facebook.com/156574295026559,F&B,
Trà My Ngọc Nguyễn,Facebook,173356,https://www.facebook.com/565992790,F&B,
Phương Hằng,Facebook,261745,https://www.facebook.com/100005001522188,F&B,
Khoai Lang Thang,Facebook,344734,https://www.facebook.com/182036678877074,F&B,
Nguyễn Tiến Luật,Facebook,661312,https://www.facebook.com/100000437680117,F&B,
Thiều Lệ Thu,Facebook,18607,https://www.facebook.com/100002099388149,F&B,
Hà Thu,Facebook,46831,https://www.facebook.com/100007564230904,F&B,
Du Lịch Bụi - Phượt,Facebook,23770,https://www.facebook.com/368898946532381,F&B,
Chuyện Kể Về Những Chuyến Đi,Facebook,125714,https://www.facebook.com/151599552035797,F&B,
Thèm một chút,Facebook,677707,https://www.facebook.com/130824260961975,F&B,
Vũ Dino,Facebook,67858,https://www.facebook.com/100000162431253,F&B,
Ăn Sập Sài Gòn,Facebook,62905,https://www.facebook.com/626317067539547,F&B,
Nguyễn Anh Tuân,Facebook,192424,https://www.facebook.com/100004059631073,F&B,
Nhat ky cua Hye Ri,Facebook,17828,https://www.facebook.com/1105376409502322,F&B,
Ninh Dương Lan Ngọc,Facebook,506518,https://www.facebook.com/100000161231451,F&B,
Anna Quyên,Facebook,51332,https://www.facebook.com/100013746286787,F&B,
Phạm Trần Thanh Duy,Facebook,878811,https://www.facebook.com/1535707194,F&B,
Phuong Vy Idol,Facebook,345350,https://www.facebook.com/103592947280,F&B,
Lê Chi,Facebook,200167,https://www.facebook.com/100003291699277,F&B,
Mai Quỳnh Anh,Facebook,474941,https://www.facebook.com/100000937659082,F&B,
Ninh Tito,Facebook,33767,https://www.facebook.com/307755752932085,F&B,
Vinh Gấu - A Wanderlust.,Facebook,42338,https://www.facebook.com/2188370538056284,F&B,
Nguyễn Phương Trinh,Facebook,199972,https://www.facebook.com/100005037524103,F&B,
Đỗ Khánh Vân,Facebook,459209,https://www.facebook.com/100002991193842,F&B,
Hana Giang Anh,Facebook,286156,https://www.facebook.com/599289810147056,F&B,
Trang Trần,Facebook,591737,https://www.facebook.com/100002657453705,F&B,
Trang Minh Nguyen,Facebook,257815,https://www.facebook.com/100001261711300,F&B,
Kieu Ly Pham,Facebook,152126,https://www.facebook.com/100002861548342,F&B,
Amazing Things in Vietnam,Facebook,1051762,https://www.facebook.com/1860467884195632,F&B,
Tú Hảo,Facebook,330879,https://www.facebook.com/100003693544645,F&B,
Thương Hà,Facebook,14727,https://www.facebook.com/100003123107862,F&B,
Hà Vũ,Facebook,148731,https://www.facebook.com/100004300835961,F&B,
Nguyen Thi Ngoc Lan,Facebook,207357,https://www.facebook.com/1362923905,F&B,
Cafe sáng với VTV3,Facebook,585574,https://www.facebook.com/1736978526536864,F&B,
Hoàng Tuấn Kiên,Facebook,288038,https://www.facebook.com/1490713067,F&B,
Thuỷ Nguyễn,Facebook,980421,https://www.facebook.com/100000214286455,F&B,
Huỳnh Đức Hùng,Facebook,41240,https://www.facebook.com/711910736,F&B,
Quang Minh,Facebook,162002,https://www.facebook.com/1750407716,F&B,
Nguyễn Thùy Chi,Facebook,907804,https://www.facebook.com/100005424911857,F&B,
Nguyễn Ngân,Facebook,153075,https://www.facebook.com/100004482967683,F&B,
Phuong Ha Channel,Facebook,13794,https://www.facebook.com/1110586535708558,F&B,
Trần Bảo Bảo,Facebook,1412753,https://www.facebook.com/1848268709,F&B,
Dinh Hang's Travels,Facebook,37075,https://www.facebook.com/333667030032112,F&B,
Nguyễn Vân Hà,Facebook,14040,https://www.facebook.com/100006544278990,F&B,
Thể Hà,Facebook,20213,https://www.facebook.com/1211444101,F&B,
Truc Tran,Facebook,78776,https://www.facebook.com/100003731670792,F&B,
Lê Cát Trọng Lý,Facebook,151952,https://www.facebook.com/139667189415180,F&B,
Minh Hà,Facebook,409571,https://www.facebook.com/1648003633,F&B,
Nguyễn Quỳnh,Facebook,182220,https://www.facebook.com/100003255192148,F&B,
Cao Minh Thắng,Facebook,214232,https://www.facebook.com/100000027851233,F&B,
Nguyễn Thụy Hoài Mơ,Facebook,216495,https://www.facebook.com/100003142307134,F&B,
Hà Quốc Đại,Facebook,26919,https://www.facebook.com/1394576639,F&B,
No Food Phobia,Facebook,13428,https://www.facebook.com/1213447708745852,F&B,
Dung Ngọc Trương Nguyễn,Facebook,301443,https://www.facebook.com/100004027261193,F&B,
Cin City,Facebook,13341,https://www.facebook.com/558605094299452,F&B,
Eat With Vubeole,Facebook,14250,https://www.facebook.com/358627234331901,F&B,
Thèm,Facebook,980603,https://www.facebook.com/973935969326949,F&B,
Phan Dung,Facebook,12793,https://www.facebook.com/1380098044,Business,
Do Xuan Tung,Facebook,12103,https://www.facebook.com/1350887255,Business,
Trung Qui Ly,Facebook,24374,https://www.facebook.com/100000122167590,Business,
Trần Tuấn Thành,Facebook,48847,https://www.facebook.com/100002516348305,Business,
Phuong Nguyen,Facebook,7528,https://www.facebook.com/1649768483,Business,
Hoang Minh Nhat,Facebook,35689,https://www.facebook.com/707703207,Business,
Tuan Ha,Facebook,44854,https://www.facebook.com/100001740861510,Business,
Vũ Minh Trường,Facebook,8635,https://www.facebook.com/1674696806,Business,
Tinh Nguyen,Facebook,9447,https://www.facebook.com/100008819550260,Business,
Nam Lê,Facebook,25755,https://www.facebook.com/1797939956,Business,
Lâm Minh Chánh,Facebook,70628,https://www.facebook.com/100002325003361,Business,
CaoBao Do,Facebook,31739,https://www.facebook.com/100010901590820,Business,
Trần Quốc Khánh,Facebook,44255,https://www.facebook.com/37614148,Business,
Hoàng Phú Nam,Facebook,13888,https://www.facebook.com/651244040,Business,
Lê Hải Bình,Facebook,9817,https://www.facebook.com/100012512927505,Business,
Nguyen Ba Ngoc,Facebook,17752,https://www.facebook.com/1555359106,Business,
Cris Phan,Facebook,757023,https://www.facebook.com/100000509415034,Technology,
Bé Chanh,Facebook,547722,https://www.facebook.com/GameTVBeChanh,Technology,
Trần Thị Phương Uyên,Facebook,321300,https://www.facebook.com/100000706167438,Technology,
Dương FG,Facebook,53371,https://www.facebook.com/194794387525845,Technology,
Nabee,Facebook,88896,https://www.facebook.com/449947198716276,Technology,
Linh Ngọc Đàm,Facebook,763452,https://www.facebook.com/100009146481695,Technology,
Oops Banana,Facebook,417551,https://www.facebook.com/374004962800525,Technology,
Nguyễn Thị Anh Đào,Facebook,323112,https://www.facebook.com/100000483305367,Technology,
ViruSs,Facebook,1768586,https://www.facebook.com/347271322075204,Technology,
Mũ Đen,Facebook,43895,https://www.facebook.com/162774327222538,Technology,
Ohsusu,Facebook,121938,https://www.facebook.com/1714418682140185,Technology,
Nguyễn Thoại Cẩm Tú,Facebook,115059,https://www.facebook.com/100003108169532,Technology,
Jaki Natsumi,Facebook,10776,https://www.facebook.com/1543820495679636,Technology,
Win.D,Facebook,754218,https://www.facebook.com/443378332691769,Technology,
Tippy,Facebook,421730,https://www.facebook.com/1103066293088559,Technology,
MixiGaming,Facebook,507767,https://www.facebook.com/1070618893055905,Technology,
Vũ Liz,Facebook,42817,https://www.facebook.com/1604059606515181,Technology,
Hoa Nhật Huỳnh,Facebook,791361,https://www.facebook.com/100001059783362,Technology,
Spider Gaming,Facebook,9316,https://www.facebook.com/945872032174043,Technology,
Oops gumball,Facebook,35326,https://www.facebook.com/1925876027626651,Technology,
Rip113 PUBG,Facebook,326075,https://www.facebook.com/109508249753806,Technology,
Oops Buron,Facebook,107434,https://www.facebook.com/1119785148046074,Technology,
Hy Nam,Facebook,286815,https://www.facebook.com/1621071878135549,Technology,
QTV,Facebook,416275,https://www.facebook.com/1447177142271240,Technology,
Xemesis,Facebook,42559,https://www.facebook.com/413120592123906,Technology,
PewPew,Facebook,2489529,https://www.facebook.com/343700282714890,Technology,
Tiền Zoombie V4,Facebook,105563,https://www.facebook.com/1391146970900823,Technology,
Linh Ngọc Đàm,Facebook,1031748,https://www.facebook.com/715487698616151,Technology,
Oops Channy,Facebook,187616,https://www.facebook.com/1425364064411294,Technology,
MisThy,Facebook,2450107,https://www.facebook.com/1183527068342481,Technology,
Tan Pham,Facebook,27011,https://www.facebook.com/1789290068,Technology,
ReLab - Review Laboratory,Facebook,9209,https://www.facebook.com/244817019505888,Technology,
ThinkView,Facebook,10032,https://www.facebook.com/148945435538630,Technology,
Duy Anh,Facebook,9929,https://www.facebook.com/100001536644622,Technology,
X-Studios,Facebook,2228,https://www.facebook.com/268713513863905,Technology,
Ngô Đức Duy,Facebook,16417,https://www.facebook.com/100001773979357,Technology,
Dương Dê,Facebook,13044,https://www.facebook.com/2222142814771417,Technology,
Tinhte.vn,Facebook,565406,https://www.facebook.com/122102927812763,Technology,
Vật Vờ Studio,Facebook,223181,https://www.facebook.com/606697192813556,Technology,
Tony Phùng,Facebook,18248,https://www.facebook.com/100000346576277,Technology,
KTheme - Tổng hợp thủ thuật,Facebook,17167,https://www.facebook.com/1040115782708169,Technology,
TechMag - Kênh thông tin truyền thông công nghệ,Facebook,10654,https://www.facebook.com/122560801571408,Technology,
Schannel - Kênh thông tin giải trí cho giới trẻ,Facebook,183521,https://www.facebook.com/583295055206767,Technology,
Phạm Yến Linh,Facebook,72856,https://www.facebook.com/100002733048856,Technology,
Hạ Mi,Facebook,32849,https://www.facebook.com/100002631253633,Technology,
Bé Chanh,Facebook,547722,https://www.facebook.com/GameTVBeChanh,Technology,
Hạ Mi,Facebook,32849,https://www.facebook.com/100002631253633,Technology,
Schannel - Kênh thông tin giải trí cho giới trẻ,Facebook,183521,https://www.facebook.com/583295055206767,Technology,
Nguyễn Thanh Thuỷ Tiên,Facebook,30502,https://www.facebook.com/100004210872034,Technology,
Linh Phạm,Facebook,62771,https://www.facebook.com/100006250388721,Technology,
Nguyễn Thị Thán Uy,Facebook,65383,https://www.facebook.com/100009140476151,Technology,
Phạm Yến Linh,Facebook,72856,https://www.facebook.com/100002733048856,Technology,
Trần Nguyễn Thanh Vân,Facebook,51387,https://www.facebook.com/100006418754233,Technology,
Bé Chanh,Facebook,547722,https://www.facebook.com/GameTVBeChanh,Technology,
Vinh Râu,Facebook,881055,https://www.facebook.com/853877677995406,Technology,
Win.D,Facebook,754218,https://www.facebook.com/443378332691769,Technology,
Thiên Ân,Facebook,49320,https://www.facebook.com/100000073085774,Technology,
Trịnh Nhuận,Facebook,34954,https://www.facebook.com/100003804137092,Technology,
Linh Phạm,Facebook,62771,https://www.facebook.com/100006250388721,Technology,
Dương Thảo Nhi,Facebook,55299,https://www.facebook.com/100005156974101,Technology,
